"Name","ra","dec","dist","vlos","pmra","pmdec","pmra_e","pmdec_e","disterr","vloserr","pmcorr","plx","plx_e","GAL_LONG","GAL_LAT","sigma","rmax","v_r16","v_r50","v_r84","v_phi16","v_phi50","v_phi84","v_z16","v_z50","v_z84","j_r16","j_r50","j_r84","j_phi16","j_phi50","j_phi84","j_z16","j_z50","j_z84","energy16","energy50","energy84","rperi16","rperi50","rperi84","rapo16","rapo50","rapo84","Rmax16","Rmax50","Rmax84","zmax16","zmax50","zmax84","ecc16","ecc50","ecc84","ecc_mean","Lx16","Lx50","Lx84","Ly16","Ly50","Ly84","Lz16","Lz50","Lz84","Ltot16","Ltot50","Ltot84","Lperp16","Lperp50","Lperp84","incl16","incl50","incl84","xgal16","xgal50","xgal84","ygal16","ygal50","ygal84","zgal16","zgal50","zgal84","vx16","vx50","vx84","vy16","vy50","vy84","vz16","vz50","vz84"
"Pal_5",229.0192,-0.121,21.93,-58.61,-2.7306,-2.6533,0.0279,0.028,0.53,0.15,0.0005,0.0461,0.0151,0.83894285770786,45.8558474288301,0.7,8,-52.8421034669975,-52.2414060102472,-51.6715860377465,-159.43273525397,-148.195710730571,-140.271270847402,-12.3865324605456,-11.9851274688854,-11.4420528195023,148.827029848984,196.742148014401,228.399876485637,-1170.84732926394,-1056.02330935321,-951.04414363308,1598.84039768873,1688.6359249654,1806.95651890914,-131973.6487334,-129543.699916853,-127005.887172159,8.51357433319092,9.44192600250244,10.6930428314209,17.2105816650391,17.7274322509766,18.0938379669189,17.0749742889404,17.6246490478516,18.0177081298828,15.8774150848389,16.2769727706909,16.5565079498291,0.257347850799561,0.304957270622253,0.338090027570724,0.304120635986328,2186.66344941043,2361.94391353052,2576.11392201403,-684.316133632571,-665.257318758644,-643.041473569129,-1170.84732926394,-1056.02330935321,-951.044143633081,2469.71388321967,2671.42907148452,2911.45471391357,2279.25457531351,2453.84324017588,2665.62586312627,112.648840390873,113.284862729177,113.708794338593,6.77647414767356,7.12236094252207,7.33584973061137,0.219304660421384,0.224369576591942,0.227495752066493,15.4323668053633,15.7887825971311,16.0087701091543,-47.8775733112745,-47.5394316379256,-47.1073772711768,-160.992351817338,-149.766886259563,-141.869227385561,-12.3865324605456,-11.9851274688854,-11.4420528195023
"NGC_5897",229.352083,-21.010277,12.76,101.31,-5.4217,-3.3921,0.0252,0.0249,0.2,0.22,-0.0086,0.1012,0.011,342.946268945394,30.2939439337836,3.7,10,92.7243581171537,93.9732364477932,95.3141341535328,-127.770661826519,-119.089146779589,-109.251769757783,91.9111013309932,92.2507170281776,92.7356510137129,251.168654535024,252.787621487508,253.797572846356,-544.84225584696,-488.333153443379,-429.919243890364,600.345668444685,621.765936744762,641.603253725954,-166173.826649829,-163773.293003072,-161526.072074466,2.508133020401,2.82636713981628,3.12138993263245,9.45965656280518,9.86100816726685,10.2580833053589,9.18552173614502,9.5790057182312,9.97251976013184,8.12073509216309,8.3916654586792,8.66278572082519,0.533464367389679,0.554474115371704,0.580938203334808,0.556321913003922,593.463614830939,653.94328595506,709.672209811523,-518.583692896406,-479.300852040665,-437.501005248777,-544.84225584696,-488.333153443379,-429.919243890364,852.66886604181,946.504600282171,1034.14103058903,736.342676902064,810.801769296785,878.96084264631,120.272599400761,120.986894612747,121.669205946473,2.27122988299814,2.46605654594613,2.64319771909355,-3.32622168146541,-3.27188247027814,-3.21211811964899,6.39876161520922,6.51781633814248,6.62606380781644,-40.8146075995812,-38.483579814466,-35.7692697744758,-153.666026175162,-146.704814470097,-138.986350878961,91.9111013309932,92.2507170281776,92.7356510137129
"NGC_5904_M_5",229.638412,2.081028,7.49,53.5,4.0846,-9.8681,0.0227,0.0231,0.05,0.25,-0.0056,0.1377,0.0102,3.85872485388948,46.7963690013307,7.8,25,-291.585453680376,-290.074407872267,-289.747426317364,-117.028908041832,-116.380342109808,-114.942392276648,-182.406686381805,-181.051859836271,-180.303857253524,1432.08737584322,1445.21454722216,1471.5856500595,-366.527391302273,-361.722033910371,-357.373488359957,955.614006797086,960.577438908025,981.219076217166,-123803.100031612,-123411.847252182,-122694.367870939,2.29931950569153,2.31413877010345,2.34116271018982,25.1681224060059,25.3791227340698,25.777599105835,24.8527143859863,25.0649471282959,25.4714770507812,23.2996182250977,23.4969348907471,24.0139151763916,0.831759305000305,0.832906454801559,0.833257179260254,0.832599550485611,-521.307137815277,-517.658567470992,-509.583155980208,1073.2445506578,1077.76307493988,1098.65658987546,-366.527391302273,-361.722033910371,-357.373488359957,1242.0558341747,1250.76444097615,1262.63826062881,1188.6492566884,1196.57937475761,1212.1035568499,106.425823353779,106.845265079001,107.047542603306,-3.10965283646639,-3.09967502594394,-3.06758601317988,0.343340757891918,0.344013755020959,0.346178139022378,5.43229626494922,5.44294434475442,5.47718896866395,300.783628493701,301.117336011422,302.74655839336,82.0003473816034,83.3492928042918,84.7529709038277,-182.406686381805,-181.051859836271,-180.303857253524
"NGC_5927",232.002869,-50.673031,8.28,-104.09,-5.0556,-3.2157,0.025,0.0254,0.12,0.28,-0.0038,0.123,0.0106,326.604123636317,4.85979973140395,6.4,10,-45.7992471896609,-44.0392397183086,-40.935089389305,-227.319421349365,-226.658155646465,-226.558872987033,5.58915539373334,6.02780446007324,6.27826160933646,12.5961650351362,14.3568035748652,15.5062332911327,-1071.02475760211,-1067.75086661947,-1066.3134619492,22.4836153954099,22.8159487414108,23.0675622386763,-183934.773278748,-183684.280748804,-183468.763920541,4.25821779251099,4.27079033851624,4.29876991271973,5.53434967041016,5.60225963592529,5.63934156417847,5.51173515319824,5.5795111656189,5.61650087356567,0.762343442440033,0.774778604507446,0.782230229377747,0.126075457334518,0.134377785027027,0.13943897485733,0.133629783987999,-104.029359517628,-102.13818195303,-99.3779729515579,-135.832179482977,-134.183089834289,-132.791301391551,-1071.02475760211,-1067.75086661947,-1066.3134619492,1079.28829076254,1080.95389688528,1084.46863264703,166.070530014716,168.765781639414,170.229360073704,170.968100890557,171.020876698375,171.139959443623,-1.42412900237438,-1.36182331807322,-1.31274233226554,-4.54059956421286,-4.50824167758789,-4.46716507255375,0.690043502588468,0.696388610492885,0.701386936961777,-205.126920364218,-204.76371076679,-204.033175015538,106.344466133025,107.258033814643,108.01389535089,5.58915539373334,6.02780446007324,6.27826160933646
"NGC_5946",233.868835,-50.659668,9.54,137.6,-5.331,-1.6576,0.0279,0.0273,0.31,0.94,-0.006,0.1068,0.0121,327.582670651488,4.19096688366411,6.4,5,21.7796878184628,24.4529458208046,27.9913653642546,-6.57293842740351,-1.78988654744805,-0.26513012451585,95.1144751999076,96.2646553456145,98.223156575545,346.274375046353,349.523154098103,350.953563769482,-33.7166894813467,-8.9915074595628,-1.32445407399074,93.1452284018043,96.5748486767549,102.839662557402,-203183.343845069,-202430.254143235,-201023.087117583,0.036469326466322,0.064950931817293,0.092912992238998,5.56749950408936,5.70126152038574,5.75885250091553,5.5645559501648,5.69759893417358,5.74712366104126,2.85644992828369,2.99639070034027,3.02948840141296,0.968634197711945,0.97754031419754,0.987125442028045,0.977686059474945,-485.084218089951,-466.176458500921,-455.772606140069,6.65972066118908,26.8183759013132,37.0660073681815,-33.7166894813467,-8.9915074595628,-1.32445407399075,457.295786935373,467.096862523359,486.218235716926,457.285799320079,467.043041875917,485.172528293216,90.1643972198988,91.1038628284841,93.9973411495272,-0.404609905130064,-0.301803184129674,-0.115400291847466,-5.13407483745779,-5.01570083831837,-4.95041406860021,0.676670978465647,0.685595012240167,0.701775527387502,-7.29057654671262,-3.25514780123216,-2.08533626988618,-27.8165048989521,-24.300369481602,-21.6731867980087,95.1144751999076,96.2646553456145,98.223156575545
"BH_176",234.781,-50.05,18.9,-6,-3.9872,-3.0545,0.0298,0.0282,1.89,14,-0.0265,0.0709,0.0172,328.414743829893,4.33885015520152,0.1,3,-52.3632658183958,-33.1898048531495,-26.2025076211127,-295.641199086582,-276.672179790795,-224.898297334323,-2.28039563696532,0.431927410438675,1.79683895290562,41.4089911210554,184.621758311503,376.012897861927,-4092.65362289301,-3536.70242059582,-2538.32010677027,27.1055693300494,29.7291496489656,31.0683775200489,-139891.762352719,-119048.769991986,-110012.495472936,9.52407405853272,12.5010862350464,13.6332810211182,13.1546588134766,21.7621259689331,27.4500918579101,13.1450566101074,21.7499294281006,27.441016998291,1.54477651119232,2.46571958065033,3.09165808677673,0.160006886720657,0.255886316299438,0.337565339803696,0.252415461838245,127.026240228692,214.141082073673,256.450349271022,-376.037083463209,-342.665588774162,-273.813431224429,-4092.65362289301,-3536.70242059582,-2538.32010677027,2556.39135988093,3559.43651977248,4117.78872108846,303.191967693255,401.816209190673,454.276871062,173.1327329775,173.520484791518,173.664956415588,6.52124306311647,8.04738369347874,8.96216964607276,-10.5521528477372,-9.98969708638516,-9.05135015643218,1.31117003196841,1.44709808169363,1.52857489187633,-254.18823008265,-231.300917036094,-199.320094458651,-162.289254176204,-140.601368791234,-101.848571590055,-2.28039563696532,0.431927410438675,1.79683895290562
"NGC_5986",236.512496,-37.786415,10.84,101.18,-4.1942,-4.5671,0.0258,0.0255,0.15,0.43,-0.0047,0.1074,0.0113,337.022170114603,13.2683808450287,8.3,8,73.5455533770679,76.9040545315587,79.0592524499806,-40.9720679035325,-39.3208919301349,-31.1462990223561,-14.2654874749893,-13.9890590983252,-12.9156260202266,242.399341697278,245.31527342247,248.907900305152,-179.355769994214,-171.152042181436,-130.910803549407,163.925808538266,169.557154599161,170.512290710561,-200953.684042935,-198851.996342218,-198459.097723138,0.426789507865906,0.570610821247101,0.612447845935822,5.09267780303955,5.26335620880127,5.29646385192871,5.05657272338867,5.22012042999268,5.25453695297241,3.15489638328552,3.28891837596893,3.31472027778625,0.792430055141449,0.805132538080215,0.84542067527771,0.812252175807953,243.6509410421,271.924504534324,276.81804763141,-7.34195642137495,-5.59953072587476,-3.41632820248715,-179.355769994214,-171.152042181436,-130.910803549407,276.544040713575,321.594190799235,329.928431711091,243.675494631884,271.977762925186,276.919253547124,118.247378270158,122.213003195587,122.961852045512,1.25785975587293,1.46771107437615,1.51178140745475,-4.11797356438281,-4.09928693430155,-4.01030612369724,2.42243974582856,2.47618892246877,2.4874766481506,-11.5865277402409,-10.5729432812905,-8.01656413801516,-87.9688832818146,-86.0742162222213,-79.4654561733729,-14.2654874749893,-13.9890590983252,-12.9156260202266
"FSR_1716",242.625,-53.748888,7.33,-30.7,-4.3437,-8.8139,0.0426,0.0376,0.13,0.98,-0.0205,0.1088,0.0234,329.778091243556,-1.5925709702691,2.6,4,91.7691184527988,93.1994858275424,95.5039779006227,-158.138276730997,-154.487767962857,-151.852081509688,-116.298216808397,-114.315576611552,-113.030031757697,77.0099862567428,77.8196539443767,79.5708660843766,-655.546536299021,-639.30888044938,-627.558083423712,70.477127694629,72.3482338999767,75.1576001892651,-196683.564140039,-195913.570934137,-194797.577766159,2.37515762329102,2.41755175590515,2.48381484031677,5.0940135383606,5.15359306335449,5.25828887939453,4.89539056777954,4.94446396827698,5.04188648223877,1.64907825946808,1.65341365337372,1.66673602581024,0.357130174636841,0.361251935362816,0.366064544916153,0.362734940648079,411.699357081484,420.156873639694,433.157145940529,-180.686881270512,-174.521728921379,-164.754112428863,-655.546536299021,-639.30888044938,-627.558083423712,772.724714931632,785.080166422624,802.457533420732,449.623016391886,455.09564183241,463.479351620112,144.305072762459,144.546117506216,144.815215631615,-1.91556941999093,-1.84868184021185,-1.74312616605529,-3.76129725320453,-3.69980832257405,-3.66084456448202,-0.207756363953141,-0.204360004720892,-0.202207830042261,-183.551061646679,-179.808985674145,-176.565388691041,-20.6903733550396,-13.7148122931662,-10.3548586413902,-116.298216808397,-114.315576611552,-113.030031757697
"Pal_14",242.7525,14.957777,73.96,72.3,-0.4645,-0.4119,0.0389,0.0381,1,0.14,0.1261,0.036,0.0318,28.7455533481158,42.1915146761504,0.7,5,115.276021221457,121.906930414345,129.185840110333,-8.98838500147175,9.03887269066491,29.4789780961028,116.316415885007,122.249945178288,128.207009602539,7244.88183803143,7529.79746191101,8010.6916776334,-428.608318917213,429.530654537093,1444.86890256114,259.36828590562,548.777317491673,843.714501314895,-64863.2037867685,-64651.8189173651,-64085.1579965147,0.899760727882385,2.28813636302948,4.17123717308044,101.497884216309,102.07836151123,103.296982116699,99.1001104736328,101.715702056885,102.627773742676,74.8933563232422,76.9748649597168,79.9793203735352,0.924171605110168,0.956069558858871,0.982305202484131,0.953350853919983,-1726.54739247785,-494.133884876958,595.410661386522,-99.8563190844314,-79.0151860327687,-65.1939315965511,-428.608318917214,429.530654537093,1444.86890256114,429.618598403784,1343.56307697037,2253.63680732632,320.427015868723,1048.78353185223,1729.50944175505,49.2434855298222,50.1749538686427,103.906186047808,39.7424502473853,39.9536446503925,40.482134096468,26.2972843531959,26.4131282293646,26.7030140647651,49.5670683093841,49.785419422988,50.3318177054963,91.6640916471592,96.6464010422533,101.154451673835,56.0262582689621,74.852412987431,95.6974798109244,116.316415885007,122.249945178288,128.207009602539
"Lynga_7_BH184",242.765213,-55.317775,8.04,17.86,-3.8518,-7.0494,0.0274,0.0274,0.31,0.83,0.0035,0.1176,0.0119,328.769088098692,-2.79733900946622,4,4,46.1045528664422,49.139063094769,50.8076078913208,-123.134043580855,-120.993828648512,-113.158239689736,-92.0969827848269,-90.943813830095,-86.2722303204377,88.1488023801922,90.6006943741204,99.4917798704576,-543.376552916311,-531.918346674886,-486.895504269478,48.5253558135689,55.17176330734,56.7313207439852,-204959.620412441,-202439.68848166,-201743.371619575,1.71263967514038,1.92068976163864,1.97156071662903,4.60023700714111,4.73471450805664,4.78682455062866,4.48504455566406,4.59853267669678,4.64528341293335,1.67927382469177,1.68180626630783,1.68640609264374,0.416228332519531,0.42401359975338,0.45735356926918,0.431289929151535,345.264405296444,378.369938054476,385.114201774186,-92.2038694977973,-63.0768755730414,-56.8504278610173,-543.376552916311,-531.918346674886,-486.895504269478,603.185858036153,656.425318963187,668.110273078478,357.353239477645,383.604023961542,389.292919056833,143.834630919269,144.178313430335,144.437330966456,-1.59961550501668,-1.26030389518003,-1.18869836507955,-4.25136797852113,-4.20794929913669,-4.00220454760363,-0.400642308503255,-0.396550599663035,-0.377161534159157,-132.269439941652,-129.560266372212,-122.61996107768,-16.03725113961,-10.8989078738453,-0.654948304977153,-92.0969827848269,-90.943813830095,-86.2722303204377
"NGC_6093_M_80",244.26004,-22.976084,10.51,10.93,-2.9348,-5.577,0.0269,0.0259,0.15,0.39,-0.0142,0.098,0.0113,352.673232110136,19.4630243764329,10.9,8,43.9675346194754,45.401002613277,46.5938062158476,-52.4727450722943,-46.2601157495296,-41.3879442283738,-66.0203952530268,-64.9606145025003,-63.986036493184,69.5788118630455,72.2900039762623,74.6775445549767,-118.578974298603,-99.6033485869445,-83.8540018620088,397.477441827061,403.016248500457,409.712616351629,-204341.138396106,-203179.918219004,-201658.257842243,0.885707249641418,0.970712780952454,1.10811936855316,4.09268514633179,4.27926182746887,4.34169651031494,3.82456014633179,3.91879522800446,4.01321647644043,3.77653875350952,3.95857632160187,4.02992683410645,0.593280754089355,0.630210906267166,0.644102790355682,0.625680786371231,289.635901674896,309.316534727602,334.641677083043,132.597245458387,143.195116910725,151.350144263177,-118.578974298603,-99.6033485869445,-83.8540018620088,328.978234616051,355.322164241738,385.909294943864,318.103189144407,341.072181900188,367.239616108528,104.766400018798,106.260495255714,107.894748462411,1.58841712085825,1.70722305051334,1.85432134384691,-1.29276390978492,-1.27385031449497,-1.25857449299753,3.48763011774527,3.52996087800158,3.58237225685526,8.10577324209129,8.59464970466849,9.07876372640279,-69.6025209024305,-63.8935367234747,-59.7883077558998,-66.0203952530268,-64.9606145025003,-63.986036493184
"Ryu_059_RLGC1",244.286375,-44.593139,28.8,70,1.022,0.7646,0.0544,0.0471,2.88,100,-0.0012,-0.0661,0.0459,336.870992889431,4.30304702811046,0.1,1,-156.611657610693,-65.7643039527323,-9.2107959443861,373.948533004908,384.20649334006,399.666147793051,-17.7017195010254,-8.24959805381569,-3.36704828046933,3256.6595528459,5680.24440611544,15125.0045251565,7036.2700010023,7949.11162914667,9524.8793210643,41.6220778722905,43.6771963838228,48.8201696458255,-67535.4148395725,-54795.0119624227,-33813.4011740042,17.8746639251709,19.3950967788696,22.1530120849609,87.0546252441406,129.662773132324,295.161759033203,86.8588568115234,129.482036590576,294.850175170898,8.31692478179932,12.5536518096924,28.2046003723144,0.642261490821838,0.731349408626556,0.859205572605133,0.740587675571442,-749.852245716209,-674.208392168859,-615.583097357026,401.752610521586,434.887041427644,560.435980685416,7036.2700010023,7949.11162914667,9524.8793210643,7074.5645043461,7990.0067444361,9572.17642492775,735.095501229219,807.291899614164,950.323546770204,5.68604839570906,5.83916457639216,5.96444583478212,15.6663736459949,17.1994553248446,20.1078385799579,-12.0912622396655,-10.8489906147339,-10.1941581180231,1.95275669999504,2.07819408585092,2.31615922340457,68.1182332852288,153.28947240796,203.08727454572,330.290215651897,366.376158472652,417.073141937354,-17.7017195010254,-8.24959805381569,-3.36704828046933
"NGC_6121_M_4",245.896744,-26.525749,1.86,71.21,-12.515,-19.021,0.023,0.0227,0.01,0.15,-0.0027,0.5535,0.0098,350.972929069771,15.9721829527439,4.7,30,-57.8810986540474,-57.7545983858586,-57.5923461720664,-35.9078332359818,-35.1840558219589,-34.4213769897663,-3.21237990847159,-3.12708798265457,-3.00284568449479,436.039146396065,438.195130333447,440.156944231598,-231.537184083269,-226.754475438323,-221.616641712974,8.88399361029653,8.9524694754913,9.01049963272844,-193269.852957408,-193199.437494525,-193120.663389835,0.51767302274704,0.533186912536621,0.549855794906616,6.68890804290772,6.70124316215515,6.72016410827637,6.6743412399292,6.68672013282776,6.71637401580811,0.734468598365784,0.934471607208252,2.14793838500976,0.848340804576874,0.852351456880569,0.856803419589996,0.852486562728882,-18.6848119554918,-18.3571452621577,-18.0131324364246,7.95629606637399,8.59489332802143,9.21837081520039,-231.537184083269,-226.754475438323,-221.616641712974,222.501821742601,227.665288665113,232.450357221639,19.8236585213889,20.2025273553132,20.8120464467948,174.854047046511,174.875503154418,174.958131478081,-6.44527486255027,-6.438165149726,-6.43220543527915,-0.280847593435825,-0.279900780105043,-0.278771267786946,0.508536181467043,0.5105966444614,0.512323826891715,56.0098116247192,56.1815482350807,56.2953864152864,36.9075177484924,37.6603278749506,38.375962486993,-3.21237990847159,-3.12708798265457,-3.00284568449479
"NGC_6101",246.450485,-72.202194,14.67,366.33,1.7554,-0.2575,0.0249,0.0243,0.16,0.32,0.0032,0.0797,0.0106,317.746098440418,-15.8248297738165,2.7,10,-8.9688858447932,-7.20533626062475,-4.68154762750329,304.830937757274,306.303469183172,308.378011458132,-192.143582080552,-191.575785882149,-190.649074138853,1128.52432666233,1145.70231761676,1203.62620313832,2951.62895924675,2991.12873009672,3006.29538377264,749.01742037445,758.323591319072,761.911459769889,-102929.723147602,-102383.266163348,-101494.928761857,10.062092628479,10.1674695014954,10.2265888214111,36.0773262023926,36.4911804199219,37.3812738037109,36.016949005127,36.4510498046875,37.3387524414062,21.3653179931641,21.6210622787476,22.0407441711426,0.561832542419434,0.564884722232819,0.572526710033417,0.566445648670197,2094.05193598754,2129.20923177023,2141.61292586193,-767.223708709268,-758.352339062287,-748.787705049218,2951.62895924675,2991.12873009672,3006.29538377264,3699.1927457349,3751.00613330453,3764.51086280261,2229.7782649762,2259.72219462555,2267.657804539,37.0028116643941,37.0626512436702,37.0996537242923,2.14623679562399,2.25316078029922,2.32000450283175,-9.55700863354206,-9.49628375142157,-9.39914753399895,-4.02850166532634,-4.00290471358869,-3.96195953621623,295.376605275008,296.766709020829,298.179847615473,75.4595952200221,76.4113333536239,78.6131755936676,-192.143582080552,-191.575785882149,-190.649074138853
"NGC_6144",246.807769,-26.0235,8.4,194.79,-1.744,-2.6065,0.0259,0.0261,0.19,0.58,-0.0073,0.1275,0.0115,351.928889890369,15.700581924498,2.7,6,-151.12249933149,-125.15332223217,-89.3852392633525,145.204953474379,166.081773189192,184.729756875439,42.9940642760496,43.6576667053517,44.0539484491361,27.1005438100693,35.6219584226219,44.4340157723828,169.891138043773,191.296514214942,215.492039787261,353.883036596819,355.433284477695,357.62255876084,-205312.628000892,-204761.84449474,-204419.3765232,1.46081403255463,1.61498016119003,1.78890689849854,3.71972743988037,3.73586595058441,3.81312920570374,3.30917364120483,3.34171652793884,3.43198424339294,3.25797213554382,3.32810032367706,3.42230359077454,0.350865173339844,0.400312483310699,0.445538674592972,0.396638533473015,-269.744074717998,-265.632024680954,-264.293898027271,425.543596478805,426.764283068677,428.553306388488,169.891138043773,191.296514214942,215.492039787261,530.221134948324,539.896303576486,547.138369068056,501.621759430857,502.822884598122,506.435197954226,66.8074649006607,69.2472428761675,71.4406069288916,-0.365040734642232,-0.190370860539446,0.022941823435851,-1.16606888445699,-1.1358197000672,-1.11105032803264,2.22442799173283,2.27401862061901,2.33458035287004,183.068671987981,183.77572007512,185.227426233189,92.6238783218565,94.6176108511971,98.457283121454,42.9940642760496,43.6576667053517,44.0539484491361
"NGC_6139",246.918212,-38.848747,10.57,24.41,-6.0833,-2.711,0.0268,0.0261,0.41,0.95,0.0013,0.1081,0.0114,342.365816884424,6.93892245413614,11.5,8,6.47400955399141,8.04922183341551,9.26873623304954,-97.3802269991177,-94.0710079098164,-84.2776615769557,134.030833247715,139.557097450973,142.075166331722,63.7806812045343,67.4938251255095,72.8042752981429,-383.591519862311,-359.016912446396,-293.419565688681,195.834774338935,220.126625892391,235.191506713455,-206943.324478814,-201292.952373109,-199090.225995671,1.36159497261047,1.70370906591415,1.85674464702606,3.89913846969604,4.29355621337891,4.46839561462402,3.77174460411072,4.12300181388855,4.28805976867676,2.61879029273987,2.85511374473572,3.01296904563904,0.411132657527924,0.433077096939087,0.483142747879028,0.439203688502312,-391.106458815285,-377.696445437753,-361.154324477083,-414.605994718213,-379.520130042359,-299.382157606846,-383.591519862311,-359.016912446396,-293.419565688681,553.11157216189,645.672306315136,687.058698707065,468.83257563424,535.568361216142,569.99583266879,122.006277903283,123.781942653426,124.538767777863,1.56268215313823,2.0011277956927,2.2016886107646,-3.30644265770754,-3.24268927503735,-3.10331811811501,1.24672829626663,1.30271932213156,1.32833163228877,-77.9953371754733,-75.3990642730221,-71.8194764671965,-59.2368235737224,-57.6674060489917,-44.5826960959425,134.030833247715,139.557097450973,142.075166331722
"Terzan_3",247.167,-35.353472,8.1,-135.76,-5.577,-1.7598,0.0266,0.0265,0.58,0.57,0.0017,0.1289,0.0118,345.076489405575,9.1870556004655,2.3,5,-81.783945469931,-66.3984646640135,-25.880745665335,-208.417599943196,-196.821134060391,-190.393106188126,90.346191000902,97.6841653146462,101.760614505712,10.5800197350688,14.7110966925762,18.8933042094923,-443.857891332118,-419.115888091225,-416.20106546923,134.94846546413,162.822000321905,178.372659744369,-208508.294050606,-207313.493368848,-205695.846238859,2.1164866065979,2.13982355594635,2.23578398704529,3.34874618530273,3.48059582710266,3.64004270553589,3.20849858283997,3.30862843990326,3.45826950073242,1.77456496238709,2.03330051898956,2.20156852722168,0.196687940955162,0.238554365932941,0.263746428489685,0.23408899307251,-334.581868639905,-328.149253697294,-304.631369728094,-261.527797967581,-218.779975869323,-156.167520618763,-443.857891332118,-419.115888091225,-416.20106546923,564.108380357642,575.396392234304,594.634190952616,342.395366296506,394.395956185214,424.685626354582,134.422831998546,136.730197279574,142.358966376901,-0.794846864075491,-0.285018832872269,0.001100994149591,-2.18574901246358,-2.10949265007938,-1.97361380691873,1.23946323561023,1.32479747374966,1.37268777393161,-190.422580625332,-186.158069520138,-183.845553617469,81.7115315560952,92.1539552672088,101.897323585784,90.346191000902,97.6841653146462,101.760614505712
"NGC_6171_M107",248.132751,-13.053778,5.64,-34.71,-1.9388,-5.9795,0.0255,0.0253,0.07,0.18,0,0.1902,0.0108,3.37330574781756,23.0105589890431,4.3,10,-1.71666696786603,-1.47444981767839,-1.16241636401646,-88.9003335776144,-87.5861519713816,-85.6820918675729,-58.105477398165,-57.7139603588219,-56.9670855402456,73.7835993486405,74.8349209492057,75.5858710268497,-275.69003001533,-268.027116520258,-256.777908269988,179.276669650165,183.338849632019,186.568809556067,-209683.080748278,-209313.828942977,-209054.607576626,1.09233663082123,1.1289467215538,1.15690074443817,3.80319748878479,3.82977116107941,3.85696805000305,3.73165211677551,3.76091587543488,3.79466002464294,2.39869672775269,2.42123746871948,2.44670907974243,0.53930248260498,0.544723004102707,0.553821752071381,0.547734713554382,-209.600256638468,-208.511166933466,-206.671566837293,-154.984426574751,-152.599934965407,-149.913910325173,-275.69003001533,-268.027116520258,-256.777908269988,362.136196754155,372.160224652053,379.798822876732,255.322220147276,258.508485477857,260.242860889159,135.158846192293,135.952238833042,136.569763081739,-3.08603370689582,-3.03331789241901,-2.98103669970815,0.301434143225519,0.304541388260099,0.307623015245567,2.17563216209105,2.19805902508803,2.2203009871611,9.77950197624212,10.1563092491841,10.4974197235555,85.0541689744016,87.0058146379434,88.3759307571057,-58.105477398165,-57.7139603588219,-56.9670855402456
"1636-283_ESO452",249.854166,-28.399166,7.11,16.75,-1.4242,-6.47,0.0318,0.0301,0.22,0.44,-0.0488,0.1578,0.015,351.909410840296,12.0976435715205,1.5,2,-44.2410368346479,-43.3385995160298,-40.1184453973689,-31.3655673083319,-21.6453245110035,-13.0039162729141,-94.4132204567826,-91.6084028762244,-87.9577696404854,87.4120897515676,89.1616765805656,91.2707391802578,-56.5728876984118,-35.3419318365764,-19.3824684638,127.11629408022,137.192499091792,145.981606678546,-231838.748470752,-231204.146428814,-230209.349484328,0.205131978988647,0.276711508631706,0.365328805446625,2.43305145263672,2.49504911899567,2.60413431167603,2.43282999038696,2.49146580696106,2.60019045829773,1.70596645832062,1.77565205097199,1.8213330411911,0.739007761478424,0.809884607791901,0.852171349525452,0.798171138763428,11.316279614876,24.9248612143126,38.6886487457829,-104.342220483016,-85.8553890169265,-71.062101603976,-56.5728876984118,-35.3419318365764,-19.3824684638,82.624312551698,96.5861740168425,119.27378585634,79.9584544981677,89.7230945310662,104.982966996065,103.401936528628,111.233756163791,118.288432225961,-1.53261480330242,-1.28689779271465,-1.09482714405742,-1.01002593814646,-0.982722402956864,-0.94779284400463,1.44344403695465,1.49664011656423,1.53822211974827,20.5972425357459,21.201731178252,21.4825869792096,36.8134795333344,43.5466622867421,49.924134969672,-94.4132204567826,-91.6084028762244,-87.9577696404854
"NGC_6205_M_13",250.421814,36.459862,7.53,-244.9,-3.1491,-2.5732,0.0229,0.0231,0.06,0.3,0.0049,0.123,0.0101,59.0073629836267,40.9129289271265,9.2,25,4.02777248180685,5.31269369924827,6.63927726968983,37.5531141950451,38.1541369713492,38.5001492077588,-77.2472527215065,-76.7752491908485,-75.8152012034577,387.251099547319,389.191040964949,392.614869558123,269.464863626712,274.131116671224,276.511817817676,393.344578348904,397.417347174945,403.19627753865,-172059.727560054,-171981.084772583,-171796.12960897,1.17869513034821,1.19271767139435,1.22150890827179,8.86359992980957,8.87979030609131,8.92291175842285,8.72895015716553,8.74522924423218,8.7876598739624,7.1156854057312,7.1295223236084,7.19448554992676,0.758593413829803,0.763528883457184,0.765667600631714,0.762645900249481,-261.502906868332,-253.823184139446,-247.212936117749,-557.075726737726,-552.102444535831,-542.981893276608,269.464863626712,274.131116671225,276.511817817676,657.44424128689,665.92096082692,672.00858852289,596.743870133875,607.660634874832,615.40009080591,65.1531830539949,65.6525218127969,66.3142027272519,-5.28730591037775,-5.27668717272107,-5.24543105413946,4.84894777489133,4.86662546528662,4.91865952103866,4.90205555098387,4.91992685510051,4.97253081036691,-30.3578190244854,-29.8184881356894,-29.2176036335212,-25.2779667150097,-24.4829228549156,-23.1834971988313,-77.2472527215065,-76.7752491908485,-75.8152012034577
