"Cluster","RA","DEC","GLON","GLAT","r50","agenn","dmnn","distpc","pmRA*","e_pmRA*","pmDE","e_pmDE","plx","e_plx","nb","nbB0","nbB2","nbB4","SimbadName","_RA_icrs","_DE_icrs"
"UBC_26",285.37,22.02,53.753,7.748,0.717,7.55,8.83,582,2.033,0.189,-5.192,0.237,1.672,0.048,63,1,5,18," ",285.37,22.02
"UPK_65",286.514,23.337,55.403,7.36,0.248,8.44,9.36,744,-1.835,0.047,-3.65,0.089,1.288,0.021,32,0,5,13," ",286.514,23.337
"UBC_577",282.158,22.091,52.503,10.476,0.049,9.44,10.25,1122,-1.015,0.057,3.048,0.072,0.996,0.03,9,0,6,7," ",282.158,22.091
"UBC_9",276.544,26.432,54.469,16.897,0.437,7.42,7.74,353,0.622,0.106,-5.376,0.072,2.89,0.041,25,1,2,5," ",276.544,26.432
"NGC_1901",79.561,-68.294,278.854,-33.631,0.652,8.95,8.15,427,1.645,0.217,12.728,0.166,2.396,0.036,68,0,10,27,"NGC 1901",79.561,-68.294
"Alessi_13",51.762,-35.821,237.532,-55.941,1.361,7.55,5.11,105,36.244,1.071,-4.641,0.744,9.615,0.269,48,0,3,4,"Cl Alessi 13",51.762,-35.821
"UBC_260",140.148,-69.885,286.542,-14.013,0.2,8.37,8.79,572,-7.739,0.163,8.009,0.209,1.803,0.036,19,0,2,8," ",140.148,-69.885
"UBC_514",158.561,-73.324,293.35,-13.07,0.174,9.35,11.34,1850,-6.879,0.042,1.123,0.077,0.532,0.014,26,0,0,19," ",158.561,-73.324
"LP_5",156.138,-72.51,292.315,-12.738,0.627,9.43,11.32,1840,-6.889,0.071,1.485,0.171,0.525,0.026,339,5,21,186," ",156.138,-72.51
"UBC_283",179.651,-68.683,298.133,-6.3,0.052,8.5,10.68,1366,-8.981,0.047,-0.738,0.06,0.733,0.02,26,0,2,17," ",179.651,-68.683
"UBC_279",173.443,-66.087,295.17,-4.397,0.104,8.47,11.04,1614,-7.293,0.069,2.075,0.088,0.633,0.024,50,1,17,43," ",173.443,-66.087
"UPK_567",161.029,-67.524,291.158,-7.554,0.577,8.53,9.05,645,-6.367,0.076,0.107,0.212,1.556,0.032,86,1,5,22," ",161.029,-67.524
"Melotte_101",160.535,-65.11,289.863,-5.572,0.136,8.22,11.53,2027,-6.321,0.078,3.487,0.088,0.457,0.024,464,19,105,300,"Cl Melotte 101",160.535,-65.11
"IC_2602",160.613,-64.426,289.565,-4.955,1.449,7.56,5.87,149,-17.691,0.934,10.692,0.868,6.608,0.13,304,3,15,26,"IC 2602",160.613,-64.426
"UBC_275",167.723,-65.714,292.833,-4.833,0.023,8.34,13.08,4136,-5.53,0.039,2.323,0.026,0.216,0.02,23,3,16,25," ",167.723,-65.714
"UBC_268",165.349,-63.655,291.086,-3.348,0.073,9.23,12.83,3675,-6.14,0.04,1.967,0.048,0.241,0.026,94,2,43,93," ",165.349,-63.655
"BH_111",167.32,-63.834,291.956,-3.161,0.029,8.29,12.27,2850,-8.188,0.047,2.98,0.041,0.371,0.028,27,1,9,25,"Cl VDBH 111",167.32,-63.834
"Melotte_105",169.92,-63.486,292.903,-2.416,0.054,8.48,11.85,2346,-6.778,0.097,2.174,0.101,0.422,0.033,450,29,150,364,"Cl Melotte 105",169.92,-63.486
"UBC_269",166.769,-62.87,291.351,-2.367,0.067,8.01,11.31,1828,-7.025,0.038,1.69,0.059,0.553,0.027,29,4,11,23," ",166.769,-62.87
"Graham_1",164.134,-63.018,290.319,-2.995,0.028,7.19,12.76,3558,-6.242,0.045,2.176,0.071,0.241,0.022,13,10,14,14,"[KPS2012] MWSC 1871",164.134,-63.018
"UBC_510",163.234,-62.747,289.829,-2.919,0.038,7.19,13.22,4395,-5.681,0.06,2.126,0.067,0.194,0.034,24,4,15,24," ",163.234,-62.747
"UBC_507",162.594,-61.437,288.981,-1.891,0.035,8.22,13.38,4731,-6.459,0.023,2.951,0.037,0.156,0.026,24,3,21,25," ",162.594,-61.437
"UBC_511",151.935,-70.747,290.178,-12.045,0.109,8.73,10.53,1273,-6.677,0.072,6.249,0.113,0.742,0.045,35,0,11,17," ",151.935,-70.747
"ESO_092_05",150.801,-64.755,286.184,-7.506,0.043,9.65,15.47,12444,-2.963,0.066,2.446,0.052,0.049,0.037,37,3,30,37,"ESO 092-05",150.801,-64.755
"Ruprecht_84",147.281,-65.259,285.325,-8.825,0.06,8.54,11.19,1732,-6.941,0.067,4.021,0.06,0.519,0.02,62,4,14,34,"Cl Ruprecht 84",147.281,-65.259
"UBC_503",156.274,-62.321,286.807,-4.117,0.064,9.19,11.62,2108,-7.443,0.081,5.232,0.036,0.478,0.018,21,0,3,14," ",156.274,-62.321
"ESO_092_18",153.73,-64.611,287.124,-6.658,0.025,9.46,14.98,9910,-3.536,0.057,2.743,0.056,0.068,0.034,54,6,38,52,"ESO 092-18",153.73,-64.611
"Ruprecht_161",152.4,-61.259,284.698,-4.255,0.377,8.02,9.78,903,-10.377,0.081,3.79,0.134,1.11,0.017,74,1,5,21,"Cl Ruprecht 161",152.4,-61.259
"LP_2059",153.233,-60.885,284.814,-3.717,0.191,8.43,11.47,1970,-6.357,0.055,3.089,0.071,0.495,0.017,88,5,24,74," ",153.233,-60.885
"UBC_506",159.233,-62.035,287.849,-3.166,0.055,8.43,12.66,3399,-6.166,0.031,3.46,0.052,0.302,0.017,35,1,12,35," ",159.233,-62.035
"Alessi_5",160.819,-61.081,288.058,-1.966,0.542,7.83,8.14,424,-15.405,0.278,2.536,0.32,2.516,0.046,294,6,24,56,"Cl Alessi 5",160.819,-61.081
"UBC_504",159.738,-61.099,287.609,-2.231,0.045,7.05,13.42,4824,-5.78,0.062,2.947,0.036,0.183,0.037,32,4,15,32," ",159.738,-61.099
"UBC_262",160.562,-60.48,287.651,-1.495,0.073,8.26,12.63,3356,-5.584,0.058,2.619,0.052,0.271,0.023,43,2,11,41," ",160.562,-60.48
"UBC_505",160.939,-60.107,287.66,-1.078,0.059,8.78,12.73,3511,-5.943,0.073,2.22,0.057,0.286,0.025,34,1,6,30," ",160.939,-60.107
"UBC_261",159.52,-60.503,287.224,-1.766,0.08,7.27,12.98,3953,-5.596,0.064,2.657,0.069,0.259,0.033,88,11,48,88," ",159.52,-60.503
"UBC_654",159.284,-59.875,286.815,-1.276,0.103,6.95,13.1,4159,-5.752,0.103,2.474,0.084,0.231,0.04,112,10,58,114," ",159.284,-59.875
"UBC_502",159.583,-59.54,286.771,-0.918,0.069,8.6,11.24,1767,-5.715,0.047,2.078,0.048,0.545,0.01,28,2,10,21," ",159.583,-59.54
"UBC_499",158.639,-59.752,286.476,-1.35,0.096,7.72,11.86,2349,-6.519,0.04,2.819,0.062,0.413,0.028,24,2,10,18," ",158.639,-59.752
"NGC_3255",156.635,-60.675,286.09,-2.632,0.019,8.35,13.69,5469,-5.886,0.046,3.328,0.036,0.143,0.032,97,10,55,97,"NGC 3255",156.635,-60.675
"Trumpler_13",155.952,-60.142,285.521,-2.359,0.045,8.26,13.32,4612,-6.786,0.054,4.123,0.059,0.202,0.024,186,34,128,184,"Cl Trumpler 13",155.952,-60.142
"UBC_498",155.086,-59.657,284.904,-2.199,0.049,8.61,12.33,2924,-6.04,0.028,2.894,0.041,0.309,0.022,31,2,14,29," ",155.086,-59.657
"UBC_259",157.621,-60.078,286.189,-1.865,0.121,8.01,11.88,2377,-5.459,0.055,2.869,0.058,0.387,0.025,203,13,70,160," ",157.621,-60.078
"SAI_113",155.685,-59.51,285.068,-1.898,0.031,6.95,13.6,5241,-5.755,0.099,3.043,0.137,0.205,0.039,62,17,62,63,"SAI 113",155.685,-59.51
"Collinder_220",156.429,-57.922,284.548,-0.349,0.109,8.37,11.95,2457,-7.371,0.073,2.683,0.075,0.386,0.021,110,9,35,98,"Cl Collinder 220",156.429,-57.922
"Trumpler_11",151.248,-61.619,284.462,-4.869,0.057,7.44,12.77,3578,-7.056,0.054,3.312,0.059,0.262,0.025,68,9,44,70,"Cl Trumpler 11",151.248,-61.619
"Trumpler_12",151.621,-60.29,283.822,-3.69,0.049,8.82,12.6,3307,-6.909,0.061,4.478,0.046,0.27,0.024,157,3,50,142,"Cl Trumpler 12",151.621,-60.29
"NGC_3114",150.553,-60.041,283.246,-3.805,0.41,8.16,10.05,1021,-7.38,0.164,3.807,0.179,0.979,0.031,1183,44,212,488,"NGC 3114",150.553,-60.041
"DBSB_43",150.962,-59.232,282.927,-3.034,0.022,7.39,13.45,4907,-5.049,0.051,3.153,0.027,0.193,0.025,25,8,23,25,"[DBS2003] 43",150.962,-59.232
"BH_90",153.064,-58.069,283.139,-1.451,0.043,8.1,12.23,2792,-5.399,0.103,2.328,0.088,0.375,0.046,125,6,29,92,"Cl VDBH 90",153.064,-58.069
"FSR_1530",152.216,-57.288,282.319,-1.073,0.041,9.03,13.67,5421,-5.601,0.126,3.376,0.115,0.177,0.047,46,14,45,45,"[FSR2007] 1530",152.216,-57.288
"BH_84",150.331,-58.218,282.057,-2.418,0.024,8.13,13.24,4449,-4.84,0.078,3.304,0.069,0.215,0.03,55,4,34,57,"Cl VDBH 84",150.331,-58.218
"Gulliver_35",150.379,-58.198,282.065,-2.386,0.09,8.19,11.87,2365,-6.941,0.039,4.044,0.056,0.43,0.007,19,1,9,16,"Cl Gulliver 35",150.379,-58.198
"FSR_1521",148.852,-56.605,280.44,-1.626,0.06,9.72,13.47,4933,-4.671,0.076,4.805,0.073,0.229,0.048,65,5,47,68,"[FSR2007] 1521",148.852,-56.605
"BH_87",151.148,-55.386,280.724,0.122,0.066,8.07,11.63,2121,-6.339,0.079,2.647,0.072,0.427,0.041,174,3,29,113,"Cl VDBH 87",151.148,-55.386
"Ruprecht_85",150.36,-55.109,280.199,0.076,0.034,8.31,13.41,4803,-4.408,0.08,3.242,0.058,0.175,0.039,106,25,95,104,"Cl Ruprecht 85",150.36,-55.109
"NGC_3105",150.169,-54.79,279.919,0.265,0.018,7.34,14.53,8071,-4.198,0.074,2.703,0.055,0.118,0.046,83,45,83,83,"NGC 3105",150.169,-54.79
"NGC_2516",119.527,-60.8,273.861,-15.873,0.496,8.38,8.14,423,-4.677,0.443,11.275,0.326,2.432,0.033,621,6,33,123,"NGC 2516",119.527,-60.8
"UBC_250",118.12,-60.373,273.142,-16.294,0.113,8.52,9.92,962,-3.44,0.165,10.977,0.09,1.06,0.019,25,0,5,16," ",118.12,-60.373
"UPK_540",114.567,-58.609,270.742,-17.111,0.719,7.57,7.78,360,-4.748,0.226,7.756,0.232,2.742,0.066,49,1,6,13," ",114.567,-58.609
"UBC_255",128.456,-61.463,276.758,-12.514,0.12,9.38,9.75,890,-4.85,0.085,2.877,0.069,1.063,0.024,46,1,6,29," ",128.456,-61.463
"UPK_545",130.809,-58.629,275.162,-9.931,0.96,7.9,7.7,346,-8.757,0.393,2.788,0.277,3.06,0.064,171,3,5,19," ",130.809,-58.629
"Platais_8",136.718,-58.685,277.121,-7.576,2.716,7.48,5.64,134,-15.773,1.428,14.695,1.225,7.422,0.246,204,1,7,15,"Cl Platais 8",136.718,-58.685
"UBC_495",144.977,-57.294,279.246,-3.507,0.055,8.61,12.88,3773,-4.704,0.03,3.776,0.041,0.221,0.017,48,5,27,48," ",144.977,-57.294
"UBC_494",143.863,-57.313,278.825,-3.932,0.05,8.84,12.74,3524,-5.187,0.052,3.738,0.058,0.245,0.021,45,3,26,45," ",143.863,-57.313
"IC_2488",141.857,-57.004,277.812,-4.442,0.22,8.21,10.61,1323,-7.741,0.119,5.746,0.112,0.734,0.025,391,12,76,202,"IC 2488",141.857,-57.004
"UBC_493",141.18,-57.341,277.793,-4.939,0.123,8.96,11.24,1772,-7.461,0.06,5.747,0.058,0.591,0.016,25,1,9,23," ",141.18,-57.341
"Ruprecht_75",140.486,-56.314,276.788,-4.477,0.022,9.23,12.98,3938,-6.109,0.066,5.059,0.047,0.21,0.025,38,0,18,37,"Cl Ruprecht 75",140.486,-56.314
"Ruprecht_77",141.821,-55.119,276.488,-3.097,0.045,7.09,13.07,4108,-6.227,0.035,4.797,0.005,0.277,0.026,17,4,15,17,"Cl Ruprecht 77",141.821,-55.119
"Gulliver_7",141.746,-55.127,276.463,-3.132,0.034,8.68,13.71,5523,-3.538,0.027,3.149,0.034,0.117,0.026,56,9,50,56,"Cl Gulliver 7",141.746,-55.127
"NGC_3033",147.145,-56.415,279.588,-2.07,0.102,8.83,11.26,1784,-7.582,0.056,4.27,0.054,0.553,0.02,80,2,29,59,"NGC 3033",147.145,-56.415
"UBC_651",148.412,-55.756,279.713,-1.133,0.084,8.2,12.96,3907,-5.07,0.044,2.761,0.034,0.266,0.019,17,6,17,18," ",148.412,-55.756
"BH_78",145.952,-56.574,279.186,-2.615,0.013,8.53,13.66,5400,-3.751,0.062,2.787,0.11,0.129,0.059,46,9,44,46,"Cl VDBH 78",145.952,-56.574
"FSR_1509",147.006,-55.073,278.671,-1.086,0.028,7.79,13.12,4203,-3.998,0.141,2.781,0.124,0.173,0.077,32,5,24,31,"[FSR2007] 1509",147.006,-55.073
"Hogg_4",149.424,-54.612,279.469,0.144,0.077,9.17,13.02,4025,-5.034,0.053,4.482,0.061,0.243,0.033,221,5,117,220,"Cl Hogg 4",149.424,-54.612
"Ruprecht_83",147.307,-54.611,278.509,-0.619,0.03,8.05,12.84,3706,-4.607,0.052,2.901,0.064,0.261,0.033,73,12,52,73,"Cl Ruprecht 83",147.307,-54.611
"Ruprecht_79",145.259,-53.846,277.102,-0.809,0.052,7.79,12.9,3806,-4.596,0.057,3.026,0.067,0.243,0.032,146,33,108,147,"Cl Ruprecht 79",145.259,-53.846
"UBC_254",143.659,-54.375,276.745,-1.836,0.091,8.04,11.25,1781,-5.634,0.071,4.98,0.052,0.552,0.023,65,3,11,46," ",143.659,-54.375
"Gulliver_27",146.088,-54.117,277.648,-0.697,0.049,8.78,12.17,2716,-4.638,0.063,3.462,0.07,0.337,0.021,51,4,25,51,"Cl Gulliver 27",146.088,-54.117
"Ruprecht_82",146.421,-54.004,277.724,-0.484,0.063,8.66,11.71,2201,-6.422,0.06,4.372,0.055,0.442,0.027,90,3,30,79,"Cl Ruprecht 82",146.421,-54.004
"UPK_549",146.49,-52.49,276.781,0.708,0.195,8.97,10.03,1014,-1.661,0.094,-0.413,0.098,0.98,0.024,165,2,21,74," ",146.49,-52.49
"SAI_108",144.729,-52.947,276.271,-0.343,0.049,8.08,12.79,3606,-4.938,0.058,3.705,0.042,0.266,0.031,34,2,16,33,"SAI 108",144.729,-52.947
"UBC_253",139.532,-56.015,276.205,-4.648,0.058,8.35,10.98,1573,-6.046,0.045,5.335,0.046,0.604,0.019,37,1,14,29," ",139.532,-56.015
"BH_66",141.314,-54.719,276,-3.013,0.023,8.86,14,6301,-4.179,0.058,3.651,0.047,0.116,0.019,27,3,20,27,"Cl VDBH 66",141.314,-54.719
"UBC_252",139.157,-54.145,274.706,-3.497,0.082,8.99,13.27,4503,-3.584,0.053,2.699,0.051,0.184,0.028,197,6,123,202," ",139.157,-54.145
"UBC_490",140.563,-53.872,275.071,-2.702,0.094,7.6,12.19,2743,-4.376,0.036,4.086,0.088,0.356,0.021,47,5,24,47," ",140.563,-53.872
"UBC_488",139.767,-53.576,274.547,-2.84,0.024,8.28,13.66,5400,-4.358,0.042,4.176,0.034,0.127,0.019,27,8,26,27," ",139.767,-53.576
"ESO_166_04",137.602,-53.884,273.886,-3.98,0.068,8.3,10.19,1090,-5.938,0.053,5.75,0.067,0.882,0.029,31,2,4,16,"ESO 166-04",137.602,-53.884
"UBC_249",136.943,-52.945,272.917,-3.633,0.154,8.5,11.44,1938,-6.05,0.066,4.281,0.084,0.526,0.023,62,2,17,41," ",136.943,-52.945
"NGC_2925",143.321,-53.413,275.956,-1.254,0.141,8.11,9.34,738,-8.531,0.144,5.387,0.112,1.321,0.035,83,1,5,21,"NGC 2925",143.321,-53.413
"BH_72",142.838,-53.04,275.491,-1.178,0.023,8.35,13.83,5844,-4.583,0.07,3.342,0.063,0.146,0.034,55,17,54,55,"Cl VDBH 72",142.838,-53.04
"UBC_491",142.884,-53.001,275.481,-1.127,0.13,8.26,12.87,3755,-4.35,0.091,3.334,0.077,0.277,0.03,81,20,70,84," ",142.884,-53.001
"NGC_2910",142.643,-52.913,275.318,-1.164,0.053,8.11,10.51,1266,-6.759,0.097,6.154,0.12,0.776,0.02,117,2,14,51,"NGC 2910",142.643,-52.913
"Teutsch_66",143.368,-52.381,275.279,-0.475,0.02,8.47,13.06,4095,-4.184,0.051,3.148,0.035,0.224,0.028,17,4,16,17,"Teutsch 66",143.368,-52.381
"UBC_489",141.158,-53.069,274.784,-1.881,0.124,7.02,12.23,2792,-4.936,0.107,3.847,0.127,0.355,0.024,79,10,50,81," ",141.158,-53.069
"FSR_1484",142.452,-50.697,273.715,0.369,0.035,8.64,11.87,2370,-5.124,0.044,3.609,0.059,0.426,0.029,30,1,16,30,"[FSR2007] 1484",142.452,-50.697
"BH_73",142.981,-50.225,273.638,0.944,0.014,8.87,14.13,6708,-3.611,0.102,2.342,0.093,0.15,0.054,52,3,53,53,"Cl VDBH 73",142.981,-50.225
"Ruprecht_76",141.077,-51.651,273.753,-0.916,0.057,8.49,11.44,1940,-6.504,0.044,3.621,0.08,0.507,0.01,35,1,18,34,"Cl Ruprecht 76",141.077,-51.651
"BH_67",141.687,-51.273,273.763,-0.381,0.025,8.79,14.56,8167,-3.675,0.07,2.869,0.086,0.102,0.067,43,11,43,43,"Cl VDBH 67",141.687,-51.273
"UBC_251",140.447,-51.252,273.193,-0.926,0.091,7.97,11.35,1865,-4.942,0.041,4.468,0.061,0.534,0.019,43,4,21,36," ",140.447,-51.252
"NGC_2866",140.526,-51.1,273.122,-0.766,0.019,7.8,12.33,2926,-5.082,0.066,4.671,0.058,0.344,0.04,85,6,31,78,"NGC 2866",140.526,-51.1
"UBC_487",139.691,-51.6,273.101,-1.469,0.062,7.42,11.31,1826,-5.783,0.029,4.155,0.052,0.525,0.011,35,2,16,34," ",139.691,-51.6
"UBC_486",139.738,-50.555,272.392,-0.748,0.086,7.82,10.86,1483,-8.18,0.052,6.979,0.072,0.68,0.016,31,0,7,21," ",139.738,-50.555
"UPK_542",134.258,-54.303,272.821,-5.815,0.544,8.8,9.54,808,-4.88,0.117,2.6,0.126,1.209,0.072,33,0,1,8," ",134.258,-54.303
"NGC_2669",131.611,-52.931,270.829,-6.073,0.118,8.13,10.2,1096,-4.114,0.1,4.694,0.089,0.862,0.029,205,3,18,70,"NGC 2669",131.611,-52.931
"IC_2391",130.292,-52.991,270.386,-6.737,0.814,7.46,5.86,148,-24.743,0.914,23.32,0.778,6.617,0.113,219,2,7,18,"IC 2391",130.292,-52.991
"UPK_537",126.57,-52.113,268.388,-8.067,0.755,8.37,8.99,628,-6.618,0.234,7.803,0.258,1.663,0.036,50,1,7,18," ",126.57,-52.113
"UPK_535",127.025,-50.899,267.477,-7.058,1.136,7.52,7.53,320,-12.986,0.51,3.296,0.237,3.138,0.117,107,0,4,11," ",127.025,-50.899
"UBC_247",126.678,-50.729,267.215,-7.186,0.11,7.76,10.31,1152,-5.047,0.089,6.173,0.076,0.878,0.024,55,1,8,28," ",126.678,-50.729
"SAI_91",129.243,-50.045,267.626,-5.483,0.049,8.72,12.68,3434,-4.085,0.034,4.267,0.043,0.257,0.019,61,0,23,59,"SAI 91",129.243,-50.045
"ESO_211_03",132.897,-50.253,269.24,-3.77,0.051,9.11,13.63,5313,-4.698,0.078,4.385,0.078,0.158,0.053,117,5,94,119,"ESO 211-03",132.897,-50.253
"Collinder_205",135.119,-48.984,269.203,-1.851,0.047,6.66,11.9,2394,-4.808,0.105,3.972,0.156,0.538,0.027,80,16,37,68,"Cl Collinder 205",135.119,-48.984
"Pismis_11",138.974,-50.006,271.65,-0.699,0.014,6.52,12.24,2807,-5.34,0.067,3.985,0.099,0.374,0.039,45,10,40,45,"Cl Pismis 11",138.974,-50.006
"Gulliver_57",141.203,-48.075,271.313,1.699,0.11,8.64,10.74,1403,-6.708,0.083,4.143,0.075,0.74,0.035,92,2,21,63,"Cl Gulliver 57",141.203,-48.075
"NGC_2670",131.386,-48.801,267.491,-3.62,0.11,8.01,10.9,1512,-5.36,0.082,3.686,0.079,0.667,0.029,188,11,42,93,"NGC 2670",131.386,-48.801
"Muzzio_1",134.478,-47.761,268,-1.371,0.124,6.89,11.35,1858,-5.227,0.055,4.33,0.118,0.551,0.029,26,7,20,25,"Name Muzzio 1",134.478,-47.761
"FSR_1452",133.332,-47.871,267.586,-2.03,0.056,8.37,11.81,2300,-4.563,0.067,3.795,0.057,0.379,0.017,31,1,13,30,"[FSR2007] 1452",133.332,-47.871
"IC_2395",130.531,-48.09,266.58,-3.627,0.209,7.31,9.23,702,-4.433,0.184,3.326,0.192,1.408,0.044,288,7,33,55,"IC 2395",130.531,-48.09
"NGC_2660",130.667,-47.201,265.934,-3.009,0.035,8.97,12.23,2788,-2.738,0.089,5.205,0.075,0.336,0.037,399,3,100,309,"NGC 2660",130.667,-47.201
"FSR_1441",129.88,-47.098,265.524,-3.369,0.039,8.85,13.19,4338,-3.672,0.03,3.596,0.059,0.204,0.052,37,1,21,38,"[FSR2007] 1441",129.88,-47.098
"Ruprecht_71",132.316,-46.875,266.379,-1.926,0.059,7.33,11.33,1844,-5.184,0.046,4.65,0.063,0.502,0.022,39,3,12,34,"Cl Ruprecht 71",132.316,-46.875
"SAI_94",131.171,-46.292,265.432,-2.176,0.045,9.17,13.31,4592,-4.197,0.061,4.541,0.053,0.224,0.025,52,3,31,52,"SAI 94",131.171,-46.292
"UBC_482",131.14,-45.951,265.118,-1.976,0.194,7.43,11.76,2245,-5.111,0.094,5.019,0.124,0.457,0.02,97,6,35,83," ",131.14,-45.951
"Gulliver_5",132.626,-45.509,265.458,-0.896,0.107,7.58,11.65,2135,-5.069,0.041,4.94,0.03,0.424,0.017,14,1,11,15,"Cl Gulliver 5",132.626,-45.509
"BH_56",134.355,-43.181,264.47,1.548,0.215,7.25,9.62,840,-5.497,0.133,5.445,0.136,1.107,0.033,105,5,21,40,"Cl VDBH 56",134.355,-43.181
"UBC_281",178.121,-64.593,296.665,-2.45,0.084,7.54,11.92,2417,-5.596,0.077,0.299,0.092,0.412,0.022,22,3,14,20," ",178.121,-64.593
"Ruprecht_98",179.715,-64.581,297.326,-2.283,0.835,8.69,8.52,506,-4.131,0.331,-8.615,0.241,2.103,0.042,108,2,30,40,"Cl Ruprecht 98",179.715,-64.581
"FSR_1595",176.771,-62.639,295.614,-0.686,0.03,8.84,13.66,5384,-6.793,0.087,1.37,0.074,0.214,0.033,38,0,33,38,"[FSR2007] 1595",176.771,-62.639
"Stock_14",175.925,-62.537,295.211,-0.685,0.081,7.56,11.9,2396,-6.352,0.058,0.698,0.063,0.398,0.021,19,1,6,19,"Cl Stock 14",175.925,-62.537
"IC_2948",174.822,-63.44,294.97,-1.689,0.105,6.81,12,2508,-5.952,0.086,0.688,0.095,0.399,0.014,50,12,39,49,"IC 2948",174.822,-63.44
"BH_121",174.661,-63.387,294.886,-1.658,0.154,6.42,11.91,2413,-6.016,0.124,0.679,0.122,0.402,0.019,170,32,105,151,"Cl VDBH 121",174.661,-63.387
"Ruprecht_94",172.772,-63.426,294.089,-1.943,0.213,7.39,11.76,2244,-6.362,0.098,0.828,0.095,0.388,0.032,46,5,24,45,"Cl Ruprecht 94",172.772,-63.426
"NGC_3766",174.061,-61.616,294.12,-0.037,0.116,7.36,11.64,2123,-6.732,0.105,0.996,0.105,0.481,0.027,522,63,234,443,"NGC 3766",174.061,-61.616
"UBC_513",171.342,-61.446,292.834,-0.269,0.038,8.31,12.07,2599,-5.587,0.048,0.566,0.017,0.374,0.02,16,0,6,14," ",171.342,-61.446
"UBC_515",179.311,-62.968,296.822,-0.738,0.075,6.91,12.77,3580,-6.179,0.063,0.736,0.03,0.281,0.021,30,4,21,30," ",179.311,-62.968
"Ruprecht_97",179.369,-62.708,296.791,-0.481,0.03,8.25,12.95,3890,-6.504,0.047,0.497,0.055,0.258,0.021,23,7,21,23,"Cl Ruprecht 97",179.369,-62.708
"UBC_280",177.923,-62.646,296.121,-0.569,0.131,7.71,11.86,2350,-5.62,0.078,0.72,0.073,0.423,0.023,84,3,29,74," ",177.923,-62.646
"Ruprecht_96",177.67,-62.14,295.899,-0.101,0.049,7.67,12.58,3280,-5.501,0.054,0.84,0.041,0.298,0.023,73,11,40,71,"Cl Ruprecht 96",177.67,-62.14
"SAI_116",177.324,-62.226,295.762,-0.222,0.048,8.1,13.08,4130,-7.74,0.076,1.355,0.06,0.227,0.033,132,23,92,133,"SAI 116",177.324,-62.226
"LP_2094",175.495,-61.961,294.867,-0.182,0.107,8.17,11.19,1733,-3.687,0.057,1.312,0.06,0.574,0.023,130,4,24,72," ",175.495,-61.961
"UBC_662",178.897,-61.532,296.325,0.621,0.044,7.64,13.14,4249,-6.734,0.069,1.399,0.073,0.214,0.029,36,13,30,35," ",178.897,-61.532
"ASCC_67",175.28,-61.013,294.515,0.704,0.183,7.57,11.5,1999,-6.76,0.042,0.932,0.032,0.498,0.016,26,2,8,24,"[KPR2005] 67",175.28,-61.013
"Ruprecht_164",172.616,-60.752,293.198,0.58,0.044,9.23,12.96,3916,-6.853,0.04,1.354,0.051,0.215,0.027,125,1,55,122,"Cl Ruprecht 164",172.616,-60.752
"UBC_276",172.884,-60.766,293.334,0.613,0.06,8.96,13.1,4166,-7.376,0.041,1.888,0.05,0.204,0.036,79,2,42,79," ",172.884,-60.766
"UBC_277",174.042,-59.46,293.505,2.019,0.093,8.01,11.32,1834,-6.494,0.058,1.666,0.077,0.535,0.027,57,8,27,50," ",174.042,-59.46
"Loden_372",172.769,-58.507,292.583,2.74,0.088,7.98,11.2,1734,-6.803,0.066,0.958,0.087,0.581,0.022,63,5,14,42,"Cl Loden 372",172.769,-58.507
"IC_2714",169.373,-62.719,292.401,-1.784,0.171,8.72,10.67,1360,-7.582,0.14,2.687,0.154,0.742,0.028,872,21,138,388,"IC 2714",169.373,-62.719
"UBC_272",168.099,-62.284,291.684,-1.587,0.106,7.97,12,2513,-5.835,0.044,1.576,0.037,0.413,0.022,56,2,27,51," ",168.099,-62.284
"Teutsch_143a",167.141,-60.741,290.686,-0.338,0.033,9.04,12.8,3623,-5.614,0.053,2.284,0.051,0.223,0.031,95,2,54,95,"Teutsch 143a",167.141,-60.741
"UBC_273",170.302,-60.568,292.065,0.383,0.041,7.66,11.71,2197,-6.344,0.064,1.187,0.068,0.429,0.016,31,3,16,27," ",170.302,-60.568
"NGC_3590",168.262,-60.79,291.212,-0.177,0.034,7.42,12.11,2638,-6.111,0.091,1.038,0.081,0.38,0.028,165,19,68,148,"NGC 3590",168.262,-60.79
"Trumpler_18",167.826,-60.656,290.964,-0.132,0.069,7.68,10.91,1523,-7.141,0.035,0.614,0.084,0.648,0.015,28,1,11,25,"Cl Trumpler 18",167.826,-60.656
"UBC_659",167.285,-60.687,290.734,-0.257,0.074,7.44,11.86,2352,-6.296,0.061,1.419,0.077,0.379,0.019,18,3,13,18," ",167.285,-60.687
"NGC_3572",167.64,-60.294,290.742,0.169,0.074,6.68,11.95,2455,-6.282,0.087,1.907,0.152,0.391,0.04,74,18,44,65,"NGC 3572",167.64,-60.294
"UBC_660",168.369,-59.705,290.86,0.864,0.065,9,11.59,2077,-6.707,0.035,0.707,0.024,0.475,0.016,17,0,9,15," ",168.369,-59.705
"Ruprecht_93",166.037,-61.372,290.444,-1.129,0.074,8.39,11.66,2150,-6.409,0.061,3.138,0.064,0.447,0.02,79,8,43,70,"Cl Ruprecht 93",166.037,-61.372
